dates,usernames,handles,tweets,negative,neutral,positive,return
2020-08-16,Cred,@CryptoCred,Guess I'm making a video.  Stay tuned. 4 8 75,0.0161852892488241,0.8009821176528931,0.182832658290863,0.0022843551383793
2020-08-17,Cred,@CryptoCred,$BTC update:  Being bullish at $11800s worked out.  My entry was earlier so took a bit of heat but nothing worrying.  I'm out of this for now ($11820s$12110s) but breakout looking strong; may look to get back in later.  Be sure to (re)watch the video for the logic at the level! 4 12 70,0.0040116989985108,0.1574954390525818,0.8384928703308105,0.0304048264481104
2020-08-17,Cred,@CryptoCred,$BTC update:  Being bullish at $11800s worked out.  My entry was earlier so took a bit of heat but nothing worrying.  I'm out of this for now ($11820s$12110s) but breakout looking strong; may look to get back in later.  Be sure to (re)watch the video for the logic at the level! 4 12 70,0.0040116989985108,0.1574954390525818,0.8384928703308105,0.0304048264481104
2020-08-18,Cred,@CryptoCred,"Aug 18, 2020 It'll go higher than you think.  It'll go lower than you think.  It'll range for longer than you think.  If you trade $crypto, get comfortable being uncomfortable. 59 410 2,335",0.2854454815387726,0.5673003792762756,0.1472540944814682,-0.0214754614652196
2020-08-18,Cred,@CryptoCred,"Newsletter out at 2000 UTC.  All the usual goodies and an extra section titled 'Tips for Trading a Strong Trend'.  • S/R Tips • Trading Consolidations • Retests & Time Frames • Sizing  All free, just sign up on the website (thanks  @Bybit_Official ). technicalroundup.com TechnicalRoundup Technical newsletter for traders and investors in digital assets. 5 30 185",0.0041152867488563,0.3519047796726227,0.6439799070358276,-0.0214754614652196
2020-08-19,Cred,@CryptoCred,"Punted $ETH at $397.  Target: Hindsight calls from silent analysts saying ""Did you buy the dip?""  Invalidation: Call from Moscow 22 15 408",0.2992841303348541,0.66385418176651,0.0368617288768291,-0.0194267084604369
2020-08-19,Cred,@CryptoCred,Nice.  Out at intraday FTA/retest level $406.  Quick and dirty one; will reassess tomorrow. 4 9 63,0.0078886905685067,0.1968275159597396,0.795283854007721,-0.0194267084604369
2020-08-19,Cred,@CryptoCred,"Can't believe the number of comments asking if I was long or short.  Absolute panicking reprobates.  Here, this will answer your question:  https://youtube.com/watch?v=azB9Q_9MYsI… 7 14 83",0.8824064135551453,0.106429748237133,0.0111638503149151,-0.0194267084604369
2020-08-19,Cred,@CryptoCred,"$BTC Big Levels  $11800 (Daily) $11500 (Weekly) $10760 (Quarterly/Monthly)  Two things to look out for:  1. Trade at the levels, not between them  2. If you're buying dips with high leverage, don't get liquidated at HTF support 14 86 539",0.2886517643928528,0.6696426272392273,0.041705634444952,-0.0194267084604369
2020-08-20,Cred,@CryptoCred,"#TATip  Trade Managemement — MAE   Maximum Adverse Excursion.   What’s the maximum amount the trade went against you while it was open?  If the MAE on your winners is low, you can get early exit signals/not hold losers.   If it’s higher, you know to leave some breathing room. 5 41 180",0.1689273118972778,0.7527235150337219,0.0783492475748062,0.0102131293414997
2020-08-20,Cred,@CryptoCred,"You can use this data for other purposes too.  If the average MAE on your winners for a setup is low, you can consider using a tighter stop loss for greater R:R or more size.   If the average MAE on your winners for a setup is high, you can consider entering later than usual. 1 9 49",0.1016933545470237,0.76575767993927,0.1325488686561584,0.0102131293414997
2020-08-20,Cred,@CryptoCred,"MAE and its counterpart (MFE) are useful metrics.   TL;DR — Figure out how much shit you’re eating on your trades, and adjust so you get smaller mouthfuls (MAE), or better-tasting shit (MFE). 4 11 71",0.6058160066604614,0.3162938356399536,0.0778902471065521,0.0102131293414997
2020-08-20,Cred,@CryptoCred,Ignore the ‘trend is your friend’ loudmouths on Twitter.   They’re often loudest at resistance / during a pump and dead silent at support / during a pullback.   Useless.   Buy HTF support and/or reclaims of LTF support if it’s broken in an uptrend.   Make your own plan & execute. 25 96 787,0.666454553604126,0.2944571077823639,0.0390882417559623,0.0102131293414997
2020-08-23,Cred,@CryptoCred,"Oh, you have a ‘morning routine’ with breathing exercises and meditation and shit?  I open my eyes in a panicked state and scramble to open TradingView on my phone to make sure the market didn’t go to 0 overnight. 121 274 2,654",0.5884472727775574,0.3583154678344726,0.0532372817397117,-0.0014533293195752
2020-08-24,Cred,@CryptoCred,"I don't shill my free stuff enough.  I've been working on it for years.  It's good. It works.  From foundational stuff (risk management, candlestick charts) to reasonably advanced stuff (trade management, FTA, HTF bias).  Check it out; just 1 article/video may make a difference. Cred @CryptoCred · Jul 10, 2020 Directory of free #TA resources:  Candlestick Charts Risk Management Order Flow Horizontals Time Frames Entry Triggers S/R Setup Trade Management FTA [NEW] -- STUDY GUIDE -- Directional Bias Position Size/Leverage Trading System Trading Plan Stop Losses  https://docs.google.com/document/d/15c3rN15rkXldY8Te3GDG4NG7noaaoikydOoZQlElwXw/edit?usp=sharing… 58 215 1,176",0.0100494604557752,0.1304032802581787,0.8595471978187561,0.0094084423653999
2020-08-24,Cred,@CryptoCred,"Thanks for all the support!  More content (article and videos) is always in the works.  Another way to learn, as well as a place to ask questions, is my weekly livestream.  This session is focused on HTF candle closes. youtube.com Cryptocurrency Technical Analysis - High Time Frame Candle Closes TechnicalRoundup is sponsored by BybitVisit Bybit: https://bit.ly/34acCNYBybit Official Telegram: https://bit.ly/3iBaEL7-------------------------------------... 5 13 115",0.0013421307085081,0.0587034076452255,0.93995463848114,0.0094084423653999
2020-08-31,Cred,@CryptoCred,"If you're a DeFi ignoramus (much like myself) I strongly recommend you listen to  @CryptoMessiah  on Luke's show.  Great questions and very clear answers.  Cheers for this, gents. youtube.com Uniswap Trader Shares Everything You Want To Know About Defi Trading... The Coinist Podcast is the weekly show for crypto traders. Hear from the largest funds, top traders, best analysts, and key players in the crypto market. ► H... 15 68 349",0.0019951125141233,0.0564522258937358,0.9415526390075684,-0.002620119670643
2020-08-31,Cred,@CryptoCred,$BTC $ETH  Crucial HTF context. 35 116 835,0.0261720679700374,0.9107993841171264,0.0630285888910293,-0.002620119670643
2020-09-01,Cred,@CryptoCred,Weekly newsletter comes out at 20:00 UTC tonight.   It’s free.   It’s good.   I use the newsletter levels and swing ideas in my own trading.   Written for traders by traders.  technicalroundup.com TechnicalRoundup Technical newsletter for traders and investors in digital assets. 8 36 215,0.0018357913941144,0.0538811013102531,0.9442831873893738,0.0247977620899644
2020-09-01,Cred,@CryptoCred,"Bought $BTC here at $11920s.   Yes, I know what the chart looks like.   If it nukes, I can just go back to sleep and pretend the trade never happened. 48 25 621",0.311596006155014,0.5537411570549011,0.1346627175807953,0.0247977620899644
2020-09-01,Cred,@CryptoCred,"Last update for a bit.  This is the structure I'm working with.  Initial idea was an aggressive intraday long through the upper level as I expected a squeeze should price get there.  No dice, but idea still technically valid if lower level intact.  Below that, bearish D1 close. 5 11 55",0.0561241433024406,0.7115913033485413,0.2322845458984375,0.0247977620899644
2020-09-01,Cred,@CryptoCred,Can't believe I tweeted out a chart which says 'Fakout'.  Twice.  This thread is officially cursed; just nuke me out already. 17 9 78,0.9610955715179444,0.0345473624765872,0.0043571484275162,0.0247977620899644
2020-09-01,Cred,@CryptoCred,"Sep 1, 2020 Replying to  @CryptoCred  and  @davthewave This coward starts talking shit under my tweets and blocks me when I actually respond.   Rent-free.   To be clear: I tweet for myself. Good trades, bad trades, analysis, education etc. — I do shit I enjoy personally. Not trying to be anyone’s hero; take it or leave it. 31 6 236",0.5417996048927307,0.3511276245117187,0.10707288980484,0.0247977620899644
2020-09-01,Cred,@CryptoCred,$ETH made August one of my best trading months in a long-ass time.   Spot number go up and punting anything that looked remotely like support has been mad.   Dream scenario now: $BTC rips faces while everyone and their nan are all in Ethereum; resets some ratios and ponzis. 15 29 412,0.0158937256783247,0.1315178275108337,0.8525885343551636,0.0247977620899644
2020-09-02,Cred,@CryptoCred,"$ETH  Full analysis + trade plan.  Yes, there's a summary. It's the pinned comment.  Thanks for your support! youtube.com Ethereum ($ETH) Drop - Bull Market Over? TechnicalRoundup is sponsored by BybitVisit Bybit: https://bit.ly/34acCNYBybit Official Telegram: https://bit.ly/3iBaEL7-------------------------------------... 18 41 299",0.0033833207562565,0.1414527595043182,0.8551638722419739,-0.0464847194881287
2020-09-02,Cred,@CryptoCred,"Couple of further notes:   Idea was pretty decent, I’d take it again on purely technical terms.   It seems I understated how irrelevant Bitcoin is compared with Ethereum. I’ll shift attention back to Vitalik coin.   For now, gonna chill and buy ETH support when I get scared. 2 11 53",0.1284825503826141,0.4450522661209106,0.4264651536941528,-0.0464847194881287
2020-09-02,Cred,@CryptoCred,"Is DeFi going to ‘deflate’ / meaningfully correct? Almost certainly.   Is it worth being bearish the *entire* time whilst waiting for the correction? Almost certainly not.   By the time smart bears are right, dumb bulls will have made multiples (and hopefully kept some of it). 13 40 266",0.4884340167045593,0.4006495177745819,0.1109162792563438,-0.0464847194881287
2020-09-03,Cred,@CryptoCred,"Bought $ETH here at $393.  May look like an idiot by the end of the week, but it’s unlikely I regret this decision in terms of the trading process. 42 43 729",0.6426753997802734,0.296094685792923,0.061229933053255,-0.1023947612464131
2020-09-03,Cred,@CryptoCred,In times like these it’s most difficult to adhere to a HTF perspective.   Just sharing my views from the monthly:   $BTC: Positive as long as support at $10700/mid-$10000 holds   $ETH: Positive as long as support at $390s holds  Wicks & shorter-term PA below are acceptable. 14 53 446,0.0845455974340438,0.6242443919181824,0.2912099659442901,-0.1023947612464131
2020-09-03,Cred,@CryptoCred,I don’t have any strong views right now.   August was a fantastic month.  I’m 0/1 for September having eaten a plate of faeces after buying the Bitcoin top.   Will likely sit out until at least the weekly close unless something really attractive sets up on an intraday basis. 3 10 91,0.3555988371372223,0.4373878836631775,0.2070131748914718,-0.1023947612464131
2020-09-04,Cred,@CryptoCred,"'First Test Best Test'  You've probably heard this concept a lot in S/R trading.  It is very commonly misunderstood.  Did a small segment clarifying this idea on stream. Small detail, but it has helped me a lot.  Starts at 56:12  Timestamped link below: youtube.com Casual Friday - Rug Pull Season TechnicalRoundup is sponsored by BybitVisit Bybit: https://bit.ly/32SmOboBybit Official Telegram: https://bit.ly/3iBaEL7-------------------------------------... 4 25 142",0.0204378236085176,0.2798132300376892,0.6997489333152771,0.0260135557626288
2020-09-05,Cred,@CryptoCred,Dodged a bullet. youtube.com Technical Analysis Series - Trade Management [Read me]TIMESTAMPS:00:00 - 00:43 - Introduction and Outline00:44 - 00:59 - Disclaimer01:00 - 04:49 - General Remarks04:50 - 06:48 - Definition and Context06... 7 11 77,0.1401672959327697,0.7829205393791199,0.0769121497869491,-0.0325582350289114
2020-09-05,Cred,@CryptoCred,Sometimes the best trades are the ones you cut in time. 10 9 111,0.0317215509712696,0.5717023015022278,0.3965760767459869,-0.0325582350289114
2020-09-06,Cred,@CryptoCred,"Trading journal looking like a dog's dinner.  Recent entries:  -Bitcoin long @ $11920 (ate shit) -Ethereum long @ $393 (puked just below break even after sitting offside for 30+ points)  Down less than 3% on account after buying 2 consecutive tops, still feel like a mug. 40 15 447",0.6210303902626038,0.3292127549648285,0.0497569479048252,0.0108936964098134
2020-09-09,Cred,@CryptoCred,$BTC  I’d rather shit in my hands and clap than trade the 7th day of chop at the same support level. 69 49 905,0.7745767831802368,0.2043489068746566,0.0210742447525262,0.0109392363499072
2020-09-10,Cred,@CryptoCred,"I still think beginners should start on the stricter side.   Build a system, have a framework, patterns you recognise etc.   With experience, if you really want to be a discretionary trader, it doesn’t hurt to employ more flexibility with experience.   No 2 setups are identical. 3 12 89 Show this thread",0.0863490924239158,0.5989968776702881,0.3146541118621826,0.0117932938500961
2020-09-10,Cred,@CryptoCred,"Random shisha-fuelled thread on the development of my trading system, and some thoughts on discretionary trading.  In the past year or so, I’ve moved away from strictly-defined setups and trade parameters.  18 74 317",0.0483213514089584,0.8542842268943787,0.0973944216966629,0.0117932938500961
2020-09-10,Cred,@CryptoCred,"As a result, I moved away from strictly-defined setups (0 or 1, valid or invalid) to making the best, reasonable assessment of the specific context in front of me in that moment.   From narrow rules to a broadly-defined framework.   What about the tools for trade identification? 1 10 47",0.0951871052384376,0.7297958135604858,0.1750170290470123,0.0117932938500961
2020-09-10,Cred,@CryptoCred,"The tools haven’t changed.   Levels, candle closes, price patterns.  But my mindset is different.   I view these tools not as trade triggers, but as clues. Pieces of the puzzle; evidence of direction in a specific context there & then.  I build an evidence-based case for a trade. 2 11 91",0.1165731549263,0.7898395657539368,0.0935871973633766,0.0117932938500961
2020-09-10,Cred,@CryptoCred,Long side ideas    $BTC  - Deeper spike into weekly support ($9600 area)  - Smash through mid-$10000/$10700 to squeeze the ‘bearish retest’ argument  $ETH  - Deeper spike into monthly support ($300 area)  - Smash through $390s to squeeze the ‘bearish retest’ argument 10 25 241,0.0842986553907394,0.8257061243057251,0.0899952501058578,0.0117932938500961
2020-09-10,Cred,@CryptoCred,Who am I kidding?  I’m gonna need that Duck dickhead to flip his profile picture. 9 10 204,0.8971027135848999,0.0925109460949897,0.0103864111006259,0.0117932938500961
2020-09-20,Cred,@CryptoCred,"Paper trading is vastly overrated.   This is something I’ve changed my stance on.   Even having $100 and risking 1-2% is far superior.   Absolutely nothing can replace what you experience when risking real capital.   Especially regarding management, win/loss streaks, etc. 39 65 630",0.5975297093391418,0.3188568651676178,0.0836134254932403,-0.0140679933500055
2020-09-20,Cred,@CryptoCred,"$ETH  Weekly time frame still looking like a bearish retest of the previous range ($390s).   Bitcoin looking better on the weekly, but also pulling back from daily resistance.   Could just be chop before an eventual move higher, but I need more before green button mashing. 17 21 139",0.0634236261248588,0.4735316336154938,0.4630448222160339,-0.0140679933500055
2020-09-20,Cred,@CryptoCred,"If you’re a crypto trader that hasn’t traded on Uniswap/DEX, you’re doing yourself a disservice.   I’m guilty of this.   We’re privy to an exciting and developing ecosystem.   Even if it’s not to make a ton of money/don’t have an edge, trying out the tech is worth it in itself. 54 78 670",0.1106546074151992,0.382345974445343,0.5069994926452637,-0.0140679933500055
2020-09-23,Cred,@CryptoCred,Patience is important.   It’s also terribly vague.   Some context:   - Waiting for clear setups to form  - Waiting for a valid entry trigger  - Allowing the position to develop  - Trading a strategy for long enough to get meaningful information  - Giving yourself time to improve 25 73 369,0.2433519214391708,0.5609146952629089,0.1957334131002426,-0.0277339799727245
2020-09-29,Cred,@CryptoCred,"This week’s TechnicalRoundup is one of the best to date.   — $BTC, $ETH, $LINK & other majors   — Upcoming monthly close analysis & trading plans   — ‘Narrative Corner’ macro outlook for Q4  Out at 2000 UTC.   Free, thanks to  @Bybit_Official https://technicalroundup.com 9 18 126",0.0012105603236705,0.0305664259940385,0.9682229161262512,0.0126043569779159
2020-09-29,Cred,@CryptoCred,"There will always be a ‘reason’ for a losing trade.   The fact that you can conveniently pin it to a face, be it an influencer or a dev, doesn’t mean that the decision to execute wasn’t yours.   Responsibility always falls on the trader. No one clicked the mouse for you. 18 32 256",0.4954651892185211,0.4557737410068512,0.0487609319388866,0.0126043569779159
2020-10-02,Cred,@CryptoCred,"Casual Friday with @CryptoGainz1.   Fantastic discussion.   Can’t begin to summarise all the salient points.   Listen, learn, and become better.   P.S. Almost at 10k subscribers, let’s get there! youtube.com Casual Friday w/ Gainzy - BitMEX, Trump, Algo Trading, DeFi, Scalping TechnicalRoundup is sponsored by BybitVisit Bybit: https://bit.ly/30mONQ7Bybit Official Telegram: https://bit.ly/3iBaEL7-------------------------------------... 35 50 304",0.0027020953129976,0.047134231775999,0.950163722038269,-0.0040941414354315
2020-10-02,Cred,@CryptoCred,"I’m unpersuaded that technicals can give warning of adverse, unexpected news.   “Market sold off on news. It was obvious & came out at resistance!”  Huh?  News can accelerate events and/or align coincidentally, but claiming prior knowledge based on a price chart is reaching IMO. 29 23 240",0.5433084964752197,0.4090560972690582,0.0476353839039802,-0.0040941414354315
2020-10-13,Cred,@CryptoCred,$BTC  Short videos are back. 68 104 877,0.014521287754178,0.8440232872962952,0.1414553225040435,-0.0112037903124665
2020-10-15,Cred,@CryptoCred,"If you want a good entry at support, wait until you no longer want to buy it.   Whenever I catch myself thinking “This is about to roll over” without it actually doing so, it makes for a fantastic, near bottom entry.   Not every time, but found it to be a helpful signal/reminder. 24 44 512",0.095456063747406,0.359019935131073,0.5455240607261658,0.0057607711673501
2020-10-19,Cred,@CryptoCred,"I'm grateful to everybody that attends the Monday livestream.  I also understand that not everybody is able to do so, and rewatching a 60+ minute replay is painful.  To address this, I've timestamped the entire livestream (in the pinned comment).  Thanks! youtube.com Monday Markets - Clock Is Ticking for Bitcoin TechnicalRoundup is sponsored by BybitVisit Bybit: https://bit.ly/3nOq6GlBybit Official Telegram: https://bit.ly/3iBaEL7-------------------------------------... 14 27 271",0.0260804370045661,0.1784028708934784,0.7955166697502136,0.0225263118507079
2020-11-05,Cred,@CryptoCred,$BTC  Sold some spot here at ~$15200.  Just acting on some personal signs of euphoria.   HTF structure not compelling at these prices. Focused on LTF price action for the time being.   Consider paying yourself if you haven’t. Or at least do good to others. 47 41 511,0.2393924295902252,0.5371050834655762,0.2235025018453598,0.1023186343374065
2020-11-05,Cred,@CryptoCred,"Wow. Borussia Dortmund @BlackYellow · Nov 5, 2020 Borussia Dortmund is excited to announce our newest International Champion Partner, Bybit!   Welcome to the BVB family!  Show this thread 31 37 641",0.0007307665073312,0.0096975322812795,0.989571452140808,0.1023186343374065
2020-11-08,Cred,@CryptoCred,"Shit, I really should've used less leverage. CoinDesk @CoinDesk · Nov 8, 2020 Crypto lender Cred has filed for Chapter 11 bankruptcy protection  by @nate_dicamillo   https://trib.al/2Y0WNdI 25 16 602",0.6976107954978943,0.276707649230957,0.025681585073471,0.0435367527764092
2020-11-11,Cred,@CryptoCred,Those who got screwed in/around the 2017 bull market:  — Didn’t take profits to fiat on the way up   — Overexposed to altcoins/not enough $BTC  — Bought every dip after blow-off top  — Redefined themselves as margin traders when conditions became trendless and/or trend-reversing 33 77 660,0.6830231547355652,0.292561411857605,0.0244153998792171,0.026841941094978
2020-11-12,Cred,@CryptoCred,"Nov 12, 2020 I think this is a valuable point in the market cycle to log your emotions as thoroughly as possible (alongside your trades).   These circumstances are quite exceptional.   It’s worth having an emotional log in extreme market conditions you can refer to in the future. 35 30 346",0.0290137361735105,0.2830774486064911,0.6879088878631592,0.0366213273499003
2020-11-12,Cred,@CryptoCred,I think this is a valuable point in the market cycle to log your emotions as thoroughly as possible (alongside your trades).   These circumstances are quite exceptional.   It’s worth having an emotional log in extreme market conditions you can refer to in the future. 35 30 346,0.0276861637830734,0.2584190964698791,0.7138947248458862,0.0366213273499003
2020-11-12,Cred,@CryptoCred,$BTC  Goes to ATH and you didn’t margin long? You feel like an idiot. The move was obvious in hindsight.   Pulls back to $14k or $12k and ranges for weeks? You feel like an idiot. The move was obvious in hindsight.   Next few weeks are going to be fun. 29 26 510,0.4782385230064392,0.3589595854282379,0.1628018468618393,0.0366213273499003
2020-11-13,Cred,@CryptoCred,$BTC  I have a chart layout that only includes HTF levels.  Something to look at away from more granular price action.  From what I've got:  • Final reasonable resistance structure: ~$16000 • Nearest HTF pullback structure: $~14000  Gonna trade this area intraday until W close. 16 30 190,0.0527926199138164,0.8270305395126343,0.1201769113540649,0.0025475527174214
2020-11-16,Cred,@CryptoCred,"Did I make the most of the 2017 run? No.  Did I protect my capital in the 2018 chop and downtrend? No.  Did I capture the volatility of early 2020? No.  However, have I used all those unique experiences to prepare for this market cycle & crush the long-awaited uptrend? Also no. 120 246 3,433",0.2856747508049011,0.6168873310089111,0.0974380150437355,0.0476650213526046
2020-11-17,Cred,@CryptoCred,"November marks one full year of writing TechnicalRoundup with DonAlt.  HTF charts, ideas, and full reasoning. Sent out every Tuesday at 2000 UTC.  It's free, courtesy of  @Bybit_Official .   Check it out via the link below. Bonus section this week as well! technicalroundup.com TechnicalRoundup Technical newsletter for traders and investors in digital assets. 13 23 260",0.0025621159002184,0.3171769380569458,0.6802610158920288,0.0555927693728297
2020-11-26,Cred,@CryptoCred,"I don't know where the market is going.  What I do know is to never take a narrative for granted.  ATH this, CME gap that, X always corrects Y%, Z always gets retested, etc.  Such notions are comforting & easy to subscribe to.  That blind faith will screw you more than anything. 29 42 380",0.4921649098396301,0.4024666845798492,0.1053684279322624,-0.0844270672263948
2020-11-26,Cred,@CryptoCred,"$BTC  Bunch of leveraged longs got crushed overnight as indicated by the drastic reduction in open interest.  Levels aren't great up here, but I'm willing to punt a dip buy at weekly structure/through previous week's low i.e. under $16k.  If that ain't it I'll assume $13.8k. 15 33 301",0.5922950506210327,0.3639458417892456,0.0437590442597866,-0.0844270672263948
2020-11-26,Sam Trabucco,@AlamedaTrabucco,"Nov 26, 2020 What happened on Thanksgiving 2020?   (Market color edition -- a thread about why liquidity matters) 17 99 368 Show this thread",0.0727174282073974,0.8673645257949829,0.0599180534482002,-0.0844270672263948
2020-11-29,Cred,@CryptoCred,"Man, I haven’t updated my YouTube channel with a longer educational piece in a while.   Market Structure video? 61 15 895",0.3808606564998626,0.5310606360435486,0.0880786702036857,0.0259671253873197
2020-11-29,Cred,@CryptoCred,"$BTC  I understand the argument for hedging in case of a lower high at mid-$18000, but your invalidation is likely chasing an ATH breakout.  That can turn ugly (if you're on the wrong side) pretty quickly.  I'd rather hedge at a worse price or not at all than outright fade. 11 20 244",0.7504572868347168,0.2278416603803634,0.0217010360211133,0.0259671253873197
2020-11-30,Cred,@CryptoCred,Awesome response.   Video lesson on Market Structure should be published by the end of this week. 9 10 222,0.0030411491170525,0.0497207082808017,0.9472381472587584,0.0796783280139663
2020-11-30,Cred,@CryptoCred,DO IT.  DO THE THING. 17 22 428,0.1569578051567077,0.5793112516403198,0.26373091340065,0.0796783280139663
2020-12-02,Cred,@CryptoCred,"On trade entries:   A good entry is most important when the rotation you’re trying to capture is limited. You can’t be sloppy if there isn’t much space to trade.  For HTF swing trading, the requirement for precision is lower. Don’t miss actioning an idea if you missed the wick. 16 38 320",0.1063200309872627,0.5752663016319275,0.3184135556221008,0.0211718231851947
2020-12-02,Cred,@CryptoCred,"One of my best articles.   Worth revisiting if you’re trading instruments with a strong (high time frame) trend. medium.com Technical Analysis Series: Directional Bias Identifying, systematising, and trading with a technical directional bias. 5 37 176",0.0030075293034315,0.0759657099843025,0.921026885509491,0.0211718231851947
2020-12-04,Bluntz,@Bluntz_Capital,"#U stocks heating the fuck up overnight, FWIW i'm playing my own local aussie uranium stocks.  my longer term bags are $PDN and $DYL.  both have been basing for about 5 years and down about 95% from ath's i think 2021 is going to be their year.  #U308 #uranium 24 14 133",0.6638005375862122,0.2931380271911621,0.0430614650249481,-0.0383449490580797
2020-12-07,Cred,@CryptoCred,Apologies for the delay.  This week for sure. 21 14 302,0.1788188517093658,0.6394807696342468,0.1817003190517425,-0.0079343124104087
2020-12-08,Cred,@CryptoCred,$BTC  If we don’t bounce here I think a move closer to $16000 is in order   I longed $18190s here for breakfast   I expect to be at the job centre by lunch 46 27 816,0.0467935539782047,0.7835161089897156,0.1696903705596923,-0.0453576006387062
2020-12-09,Cred,@CryptoCred,Out $18480s.  Small winner but broke a minor losing streak.   Daily close yesterday was meh so I’m fine covering a fast bounce.   Will reassess later. GIF 6 11 86,0.0306692514568567,0.4048944413661957,0.5644363164901733,0.0127050733090372
2020-12-31,Cred,@CryptoCred,12 49 405,0.1981232315301895,0.6501246094703674,0.1517521739006042,0.0055742810380854
2021-01-03,Cred,@CryptoCred,$BTC  If it doesn't bounce here it 'dies' back to $29k.  Longed $32240s for an intraday punt.  Careful with leverage in these conditions. 29 27 389,0.3592475354671478,0.5951117873191833,0.0456406697630882,0.0203800668009754
2021-01-03,Cred,@CryptoCred,"It’s really empowering to trade crypto for like 4 years only to answer “Idk, lmao” when friends and family ask about the market. 31 75 1,053",0.0052869128994643,0.1308414936065673,0.8638714551925659,0.0203800668009754
